state_name,county_name,fips_code_lz,dem_votes_actuals,dem_votes_preds,gop_votes_actuals,gop_votes_preds,dem_diff,dem_perc_diff,gop_diff,gop_perc_diff
Alabama,Marion County,1093,1197,2180.617329,12245,13522.95844,-983.617329,-0.451072876,-1277.95844,-0.094502874
Alabama,Marshall County,1095,5553,7101.311945,34434,39117.03392,-1548.311945,-0.218031817,-4683.03392,-0.119718533
Alabama,Mobile County,1097,72055,89234.53259,100759,109198.6559,-17179.53259,-0.192521125,-8439.6559,-0.077287177
Alabama,Monroe County,1099,3740,4818.919714,6007,6517.787675,-1078.919714,-0.223892444,-510.787675,-0.078368259
Alabama,Montgomery County,1101,57946,83740.05143,30477,47451.76316,-25794.05143,-0.308025264,-16974.76316,-0.357726711
Alabama,Morgan County,1103,12392,18178.07593,40449,49534.29979,-5786.07593,-0.31829969,-9085.29979,-0.183414318
Alabama,Perry County,1105,3174,4708.531827,1269,1921.013735,-1534.531827,-0.325904525,-652.013735,-0.339411282
Alabama,Pickens County,1107,3388,4628.776494,5465,6458.150132,-1240.776494,-0.26805712,-993.150132,-0.153782447
Alabama,Pike County,1109,4899,6776.674701,8224,8989.474895,-1877.674701,-0.277079067,-765.474895,-0.085152348
Alabama,Randolph County,1111,1920,2883.480217,9102,10081.14015,-963.480217,-0.334137967,-979.14015,-0.097125934
Alabama,Russell County,1113,10422,12690.01669,10078,11759.52591,-2268.01669,-0.178724484,-1681.52591,-0.142992662
Alabama,Shelby County,1117,33087,42334.10734,79666,92679.07322,-9247.10734,-0.218431613,-13013.07322,-0.140410049
Alabama,Sumter County,1119,3725,5078.893455,1542,2144.454903,-1353.893455,-0.266572525,-602.454903,-0.280936149
Alabama,Talladega County,1121,10898,16122.92569,22100,25077.87845,-5224.92569,-0.324068087,-2977.87845,-0.11874523
Alabama,Tallapoosa County,1123,4975,7209.382413,14884,16693.31479,-2234.382413,-0.309927021,-1809.31479,-0.108385591
Alabama,Tuscaloosa County,1125,33399,47394.9823,50724,57892.84125,-13995.9823,-0.295305149,-7168.84125,-0.123829494
Alabama,Walker County,1127,4102,6642.17727,25464,29611.4013,-2540.17727,-0.382431418,-4147.4013,-0.14006096
Alabama,Washington County,1129,1863,2611.944068,6534,7166.916535,-748.944068,-0.286738172,-632.916535,-0.088310856
Alabama,Wilcox County,1131,3449,4198.300003,1793,2010.148089,-749.300003,-0.178477003,-217.148089,-0.108025916
Alabama,Winston County,1133,884,1275.123009,10191,11222.99226,-391.123009,-0.306733551,-1031.99226,-0.091953397
Arizona,Apache County,4001,18872,26211.57545,12795,11527.28116,-7339.57545,-0.280012755,1267.71884,0.109975529
Arizona,Cochise County,4003,22296,22827.15248,35936,37122.35018,-531.15248,-0.023268451,-1186.35018,-0.031957841
Arizona,Coconino County,4005,41504,47607.22702,27576,30973.58666,-6103.22702,-0.128199591,-3397.58666,-0.109693033
Arizona,Gila County,4007,8504,8659.368988,18901,18817.30564,-155.368988,-0.017942299,83.69436,0.004447733
Arizona,Graham County,4009,3867,3900.897696,11177,11730.28379,-33.897696,-0.008689717,-553.28379,-0.047167127
Arizona,Greenlee County,4011,954,1156.565455,2308,1949.129611,-202.565455,-0.175143961,358.870389,0.184118279
Arizona,La Paz County,4012,2101,3259.898907,5470,5251.059775,-1158.898907,-0.355501486,218.940225,0.041694483
Arizona,Maricopa County,4013,980016,1211481.154,1051531,1114989.854,-231465.154,-0.191059641,-63458.854,-0.056914288
Arizona,Mohave County,4015,24081,25365.24806,85683,93846.00867,-1284.24806,-0.050630219,-8163.00867,-0.086983014
Arizona,Navajo County,4017,20754,24287.6853,29480,28833.50432,-3533.6853,-0.145492881,646.49568,0.022421683
Arizona,Pima County,4019,292450,320561.8654,214669,224488.293,-28111.8654,-0.087695601,-9819.293,-0.04374078
Arizona,Pinal County,4021,80656,83435.10471,126926,122922.7593,-2779.10471,-0.033308578,4003.2407,0.032567124
Arizona,Santa Cruz County,4023,11265,14369.90134,7699,5941.396791,-3104.90134,-0.216069774,1757.603209,0.295823233
Arizona,Yavapai County,4025,48717,54475.40941,99346,106473.0066,-5758.40941,-0.105706583,-7127.0066,-0.066937216
Arizona,Yuma County,4027,26823,28739.55219,40745,32020.55991,-1916.55219,-0.066686919,8724.44009,0.272463696
Arkansas,Arkansas County,5001,1503,2771.8638,3951,4215.404633,-1268.8638,-0.457765566,-264.404633,-0.062723429
Arkansas,Ashley County,5003,1774,3211.805681,5145,5823.107723,-1437.805681,-0.447662724,-678.107723,-0.116451173
Arkansas,Baxter County,5005,4341,5877.452237,16253,18927.69029,-1536.452237,-0.26141467,-2674.69029,-0.141310971
Arkansas,Benton County,5007,45231,45911.69694,79907,81145.98431,-680.69694,-0.01482622,-1238.98431,-0.015268584
Arkansas,Boone County,5009,2854,3530.405889,13968,15234.27505,-676.405889,-0.191594369,-1266.27505,-0.083120138
Arkansas,Bradley County,5011,961,1606.561053,2213,2245.132673,-645.561053,-0.401827899,-32.132673,-0.014312149
Arkansas,Calhoun County,5013,379,789.972593,1674,1595.690433,-410.972593,-0.52023652,78.309567,0.049075664
Arkansas,Carroll County,5015,3812,4483.677883,7470,8320.877696,-671.677883,-0.149805115,-850.877696,-0.102258166
Arkansas,Chicot County,5017,1796,2520.952233,1658,2018.802937,-724.952233,-0.287570793,-360.802937,-0.178721227
Arkansas,Clark County,5019,2959,4346.904175,4526,4889.25268,-1387.904175,-0.319285662,-363.25268,-0.074296156
Arkansas,Clay County,5021,907,1956.062798,3968,3635.049358,-1049.062798,-0.536313455,332.950642,0.091594531
Arkansas,Cleburne County,5023,1941,3003.247294,10595,12065.38605,-1062.247294,-0.353699576,-1470.38605,-0.121868131
Arkansas,Cleveland County,5025,524,1079.081113,2804,2932.881756,-555.081113,-0.514401657,-128.881756,-0.043943727
Arkansas,Columbia County,5027,2466,3828.831708,5367,6220.407906,-1362.831708,-0.355939308,-853.407906,-0.137194846
Arkansas,Conway County,5029,2449,3635.680807,5893,5061.492036,-1186.680807,-0.326398512,831.507964,0.164281196
Arkansas,Craighead County,5031,11210,13187.90545,25152,27901.54489,-1977.90545,-0.149978741,-2749.54489,-0.098544539
Arkansas,Crawford County,5033,4753,5930.968119,18615,21775.73135,-1177.968119,-0.198613126,-3160.73135,-0.145149263
Arkansas,Crittenden County,5035,7362,10552.37795,7028,7823.215527,-3190.37795,-0.302337347,-795.215527,-0.101648168
Arkansas,Cross County,5037,1642,2625.95073,4753,5039.481018,-983.95073,-0.374702662,-286.481018,-0.056847326
Arkansas,Dallas County,5039,798,1522.231281,1482,1636.821136,-724.231281,-0.475769543,-154.821136,-0.094586472
Arkansas,Desha County,5041,1638,2251.165096,1805,2136.204513,-613.165096,-0.272376778,-331.204513,-0.155043448
Arkansas,Drew County,5043,2050,3045.962405,4203,4677.920861,-995.962405,-0.326977905,-474.920861,-0.10152392
Arkansas,Faulkner County,5045,17752,20900.99461,35357,40311.67892,-3148.99461,-0.150662429,-4954.67892,-0.122909267
Arkansas,Franklin County,5047,1232,1644.302799,5582,6129.436217,-412.302799,-0.250746273,-547.436217,-0.089312654
Arkansas,Fulton County,5049,906,1340.242005,4040,3973.11395,-434.242005,-0.324002683,66.88605,0.016834667
Arkansas,Garland County,5051,13015,16234.94647,28359,33038.27095,-3219.94647,-0.198334283,-4679.27095,-0.141631835
Arkansas,Grant County,5053,1192,1776.742697,6755,7015.892652,-584.742697,-0.329109385,-260.892652,-0.037185953
Arkansas,Greene County,5055,2935,4072.825349,12617,12923.05563,-1137.825349,-0.279370032,-306.05563,-0.023682915
Arkansas,Hempstead County,5057,1776,3070.541584,4193,4624.553916,-1294.541584,-0.421600408,-431.553916,-0.093317955
Arkansas,Hot Spring County,5059,2818,4720.916253,9226,8703.186071,-1902.916253,-0.403081976,522.813929,0.060071556
Arkansas,Howard County,5061,1158,1845.424671,3246,3527.968653,-687.424671,-0.372502157,-281.968653,-0.079923798
Arkansas,Independence County,5063,2689,3533.750642,11023,11922.16294,-844.750642,-0.239052137,-899.16294,-0.075419447
Arkansas,Izard County,5065,949,1656.21235,4854,4602.667707,-707.21235,-0.427005843,251.332293,0.054605787
Arkansas,Jackson County,5067,1183,2089.778695,3509,3172.470305,-906.778695,-0.43391135,336.529695,0.106078123
Arkansas,Jefferson County,5069,12802,17124.13997,8468,11796.30853,-4322.13997,-0.252400411,-3328.30853,-0.282148311
Arkansas,Johnson County,5071,2107,3174.947324,6766,6876.309698,-1067.947324,-0.336366943,-110.309698,-0.016041991
Arkansas,Lafayette County,5073,698,1356.379754,1589,1760.654168,-658.379754,-0.485394855,-171.654168,-0.09749454
Arkansas,Lawrence County,5075,965,1961.057375,4608,4326.672721,-996.057375,-0.507918528,281.327279,0.065021622
Arkansas,Lee County,5077,1270,1702.842746,1181,1459.959539,-432.842746,-0.254188325,-278.959539,-0.191073473
Arkansas,Lincoln County,5079,813,1569.985123,2502,2397.256168,-756.985123,-0.482160698,104.743832,0.043693216
Arkansas,Little River County,5081,1084,1922.736043,3744,3777.012615,-838.736043,-0.436220066,-33.012615,-0.008740404
Arkansas,Logan County,5083,1464,2075.925598,6567,6939.787977,-611.925598,-0.294772413,-372.787977,-0.053717488
Arkansas,Lonoke County,5085,6790,7426.344072,23225,26540.39148,-636.344072,-0.085687394,-3315.39148,-0.124918711
Arkansas,Madison County,5087,1491,1682.80905,5885,5824.51845,-191.80905,-0.11398147,60.48155,0.010383957
Arkansas,Marion County,5089,1501,1853.710339,6230,6460.051028,-352.710339,-0.190272629,-230.051028,-0.035611333
Arkansas,Miller County,5091,3769,4646.259486,11842,12540.55684,-877.259486,-0.188809835,-698.55684,-0.055703814
Arkansas,Mississippi County,5093,3574,6422.595042,6963,7160.934653,-2848.595042,-0.443527114,-197.934653,-0.027640896
Arkansas,Monroe County,5095,1002,1547.195713,1385,1582.020363,-545.195713,-0.352376696,-197.020363,-0.124537185
Arkansas,Montgomery County,5097,645,1036.446982,2987,3109.049192,-391.446982,-0.377681627,-122.049192,-0.039256115
Arkansas,Nevada County,5099,849,1518.393952,2002,2055.137907,-669.393952,-0.440856572,-53.137907,-0.025856127
Arkansas,Newton County,5101,644,846.2627009,3063,3360.205886,-202.2627009,-0.23900699,-297.205886,-0.088448713
Arkansas,Ouachita County,5103,3412,4950.145302,5056,5582.885335,-1538.145302,-0.310727304,-526.885335,-0.094375095
Arkansas,Perry County,5105,923,1373.640467,3559,3592.440183,-450.640467,-0.328062894,-33.440183,-0.009308487
Arkansas,Phillips County,5107,2754,4367.539455,2098,3035.169381,-1613.539455,-0.369439011,-937.169381,-0.308770043
Arkansas,Pike County,5109,560,964.4766491,3746,3673.047219,-404.4766491,-0.419374227,72.952781,0.019861651
Arkansas,Poinsett County,5111,1235,2532.356569,5731,5732.681217,-1297.356569,-0.512311965,-1.681217,-0.000293269
Arkansas,Polk County,5113,1145,1551.249585,6987,7861.52832,-406.249585,-0.261885379,-874.52832,-0.111241515
Arkansas,Pope County,5115,5487,6569.764511,18118,20839.08337,-1082.764511,-0.164810247,-2721.08337,-0.130575963
Arkansas,Prairie County,5117,524,1205.726992,2628,2450.617264,-681.726992,-0.565407424,177.382736,0.07238288
Arkansas,Pulaski County,5119,92038,120797.2859,57977,73699.31997,-28759.2859,-0.238078908,-15722.31997,-0.213330598
Arkansas,Randolph County,5121,1138,2156.173499,5367,5030.786771,-1018.173499,-0.472213159,336.213229,0.066831143
Arkansas,Saline County,5125,16609,18796.51497,39736,49571.78327,-2187.51497,-0.116378753,-9835.78327,-0.198414957
Arkansas,Scott County,5127,425,910.1871153,2913,3226.973915,-485.1871153,-0.533063045,-313.973915,-0.097296701
Arkansas,Searcy County,5129,511,693.5231218,3305,3504.158993,-182.5231218,-0.263182461,-199.158993,-0.056835033
Arkansas,Sebastian County,5131,13652,15847.59002,30719,33855.89414,-2195.59002,-0.138544095,-3136.89414,-0.092654299
Arkansas,Sevier County,5133,862,1359.334487,3772,3896.971742,-497.334487,-0.365866159,-124.971742,-0.032068937
Arkansas,Sharp County,5135,1316,1827.336133,5978,6795.042024,-511.336133,-0.279825985,-817.042024,-0.120240908
Arkansas,Stone County,5137,1089,1534.310089,4808,4999.158436,-445.310089,-0.29023474,-191.158436,-0.038238123
Arkansas,Union County,5139,5019,6472.362029,10196,11177.05189,-1453.362029,-0.224548939,-981.05189,-0.087773762
Arkansas,Van Buren County,5141,1437,2061.934779,6023,6372.679894,-624.934779,-0.303081739,-349.679894,-0.054871718
Arkansas,Washington County,5143,43779,48408.53714,50243,49338.87142,-4629.53714,-0.095634725,904.12858,0.018324874
Arkansas,White County,5145,5641,7193.092525,24514,26964.77897,-1552.092525,-0.215775415,-2450.77897,-0.090888153
Arkansas,Woodruff County,5147,760,1063.420627,1513,1451.868524,-303.420627,-0.285325128,61.131476,0.04210538
Arkansas,Yell County,5149,1213,2254.125203,5147,5163.558347,-1041.125203,-0.461875499,-16.558347,-0.003206771
California,Alameda County,6001,499551,618575.4976,140789,97055.23204,-119024.4976,-0.192417091,43733.76796,0.45060701
California,Alpine County,6003,479,556.0995195,243,332.9850791,-77.0995195,-0.138643384,-89.9850791,-0.270237571
California,Amador County,6005,7783,8163.68783,14018,14276.30703,-380.68783,-0.046631846,-258.30703,-0.018093407
California,Butte County,6007,44228,57411.95007,47179,52333.53086,-13183.95007,-0.229637733,-5154.53086,-0.098493849
California,Calaveras County,6009,9181,11075.16,16625,19370.86445,-1894.16,-0.171027777,-2745.86445,-0.141752293
California,Colusa County,6011,2431,2700.996382,4414,4074.191793,-269.996382,-0.099961771,339.808207,0.083405059
California,Contra Costa County,6013,356008,428290.5466,155308,135490.1771,-72282.5466,-0.168769886,19817.8229,0.146267599
California,Del Norte County,6015,4266,4213.28505,5999,6059.794464,52.71495,0.012511603,-60.794464,-0.01003243
California,El Dorado County,6017,47703,53186.31572,61109,62560.86005,-5483.31572,-0.103096363,-1451.86005,-0.023207163
California,Fresno County,6019,151628,170742.998,165924,153967.9607,-19114.998,-0.11195187,11956.0393,0.077652774
California,Glenn County,6021,3260,3029.781998,6904,6215.256617,230.218002,0.075985006,688.743383,0.110814955
California,Humboldt County,6023,39800,44370.93302,21559,20911.64893,-4570.93302,-0.103016383,647.35107,0.030956481
California,Imperial County,6025,26083,29124.44785,26546,15478.55648,-3041.44785,-0.104429374,11067.44352,0.715017808
California,Inyo County,6027,4201,4749.473499,4468,4301.251918,-548.473499,-0.115480905,166.748082,0.038767337
California,Kern County,6029,108241,105442.3943,167879,136091.8193,2798.6057,0.026541561,31787.1807,0.233571576
California,Kings County,6031,15519,15760.12531,25074,21796.19202,-241.12531,-0.015299708,3277.80798,0.150384433
California,Lake County,6033,12794,13125.31189,13161,11460.10361,-331.31189,-0.025242211,1700.89639,0.148418937
California,Lassen County,6035,2478,2824.758779,8619,9462.729442,-346.758779,-0.122756952,-843.729442,-0.089163433
California,Los Angeles County,6037,2417109,2833644.616,1189862,852369.06,-416535.616,-0.146996421,337492.94,0.395946962
California,Madera County,6039,20981,19896.94515,32344,27775.09213,1084.05485,0.054483482,4568.90787,0.164496587
California,Marin County,6041,116152,129096.5639,24054,20139.49331,-12944.5639,-0.100270398,3914.50669,0.194369671
California,Mariposa County,6043,3622,4297.928393,5625,6535.881253,-675.928393,-0.157268417,-910.881253,-0.139366249
California,Mendocino County,6045,24049,27172.72337,13528,11134.65908,-3123.72337,-0.114958053,2393.34092,0.214945146
California,Merced County,6047,40190,45119.81761,43955,36802.77977,-4929.81761,-0.109260584,7152.22023,0.194339131
California,Modoc County,6049,1008,1051.338471,2884,3029.083849,-43.338471,-0.041222187,-145.083849,-0.047896941
California,Mono County,6051,3522,4166.87539,2294,3322.585132,-644.87539,-0.154762341,-1028.585132,-0.309573748
California,Monterey County,6053,93060,112756.8617,49226,46308.88364,-19696.8617,-0.174684373,2917.11636,0.062992587
California,Napa County,6055,43212,50314.37331,20357,21714.21569,-7102.37331,-0.141159928,-1357.21569,-0.062503556
California,Nevada County,6057,33784,41107.29587,26177,35949.89446,-7323.29587,-0.178150757,-9772.89446,-0.271847654
California,Orange County,6059,691731,717158.9702,654815,635769.5735,-25427.9702,-0.035456532,19045.4265,0.029956493
California,Placer County,6061,103958,94601.53766,123941,110563.0653,9356.46234,0.098903914,13377.9347,0.120998225
California,Plumas County,6063,4020,4154.041774,5725,6759.470826,-134.041774,-0.032267796,-1034.470826,-0.153040209
California,Riverside County,6065,451782,536092.5107,463677,503704.8745,-84310.5107,-0.157268585,-40027.8745,-0.079466919
California,Sacramento County,6067,381564,433956.902,252140,236096.1388,-52392.902,-0.120732962,16043.8612,0.06795478
California,San Benito County,6069,15179,18084.24204,11702,10943.44749,-2905.24204,-0.160650473,758.55251,0.069315681
California,San Bernardino County,6071,362114,421199.4141,378416,389303.0635,-59085.4141,-0.140278956,-10887.0635,-0.027965522
California,San Diego County,6073,841372,919867.269,593270,687508.1089,-78495.269,-0.085333256,-94238.1089,-0.137071996
California,San Francisco County,6075,323719,364099.6297,62594,33116.46582,-40380.6297,-0.11090544,29477.53418,0.89011715
California,San Joaquin County,6077,126647,150148.9894,128996,120227.4415,-23501.9894,-0.156524459,8768.5585,0.072933087
California,San Luis Obispo County,6079,81314,90658.27835,64932,81015.53681,-9344.27835,-0.10307143,-16083.53681,-0.198524103
California,San Mateo County,6081,242957,287869.6071,76616,60900.16295,-44912.6071,-0.15601719,15715.83705,0.258059031
California,Santa Barbara County,6083,114149,125562.7571,64870,69884.26091,-11413.7571,-0.090900816,-5014.26091,-0.071750933
California,Santa Clara County,6085,510744,603968.2827,210924,165783.0765,-93224.2827,-0.154352944,45140.9235,0.272289093
California,Santa Cruz County,6087,100998,119596.118,27978,22828.38163,-18598.118,-0.155507706,5149.61837,0.225579651
California,Shasta County,6089,27130,26881.45923,59539,60101.34289,248.54077,0.009245806,-562.34289,-0.009356578
California,Sierra County,6091,641,653.4285255,1066,1155.51047,-12.4285255,-0.019020482,-89.51047,-0.077464006
California,Siskiyou County,6093,8329,7898.470874,12461,12220.50973,430.529126,0.054507908,240.49027,0.019679234
California,Solano County,6095,113997,138622.9127,70345,65753.79798,-24625.9127,-0.17764677,4591.20202,0.069824134
California,Sonoma County,6097,179600,213624.1926,63426,59666.26814,-34024.1926,-0.159271252,3759.73186,0.063012687
California,Stanislaus County,6099,85347,98172.52781,106986,95768.9302,-12825.52781,-0.130642738,11217.0698,0.117126398
California,Sutter County,6101,13016,13428.6285,25372,20861.5255,-412.6285,-0.030727524,4510.4745,0.216210195
California,Tehama County,6103,7415,8342.062847,18503,20281.14095,-927.062847,-0.111131127,-1778.14095,-0.087674601
California,Trinity County,6105,2449,2663.84336,2979,3343.34661,-214.84336,-0.080651649,-364.34661,-0.108976619
California,Tulare County,6107,53221,46270.79617,81854,57483.24537,6950.20383,0.150207137,24370.75463,0.423962747
California,Tuolumne County,6109,10909,12971.64861,17210,19573.4969,-2062.64861,-0.159012063,-2363.4969,-0.120749854
California,Ventura County,6111,217424,246313.7545,158901,191487.033,-28889.7545,-0.117288434,-32586.033,-0.170173575
California,Yolo County,6113,61405,70138.7498,27844,23658.52932,-8733.7498,-0.124521036,4185.47068,0.176911702
California,Yuba County,6115,10725,8519.842961,18491,15921.67663,2205.157039,0.258826019,2569.32337,0.161372664
Colorado,Adams County,8001,124056,143306.2533,103024,96304.72597,-19250.2533,-0.134329472,6719.27403,0.069770969
Colorado,Alamosa County,8003,3244,3519.209834,4057,3955.45475,-275.209834,-0.078202167,101.54525,0.025672206
Colorado,Arapahoe County,8005,190725,237406.6576,125311,175046.8265,-46681.6576,-0.196631628,-49735.8265,-0.284128696
Colorado,Archuleta County,8007,3904,4747.397541,5218,6107.255742,-843.397541,-0.177654712,-889.255742,-0.145606436
Colorado,Baca County,8009,275,314.7194051,1686,1793.037252,-39.7194051,-0.126205771,-107.037252,-0.059696056
Colorado,Bent County,8011,645,635.896636,1496,1237.828937,9.103364,0.014315792,258.171063,0.208567642
Colorado,Boulder County,8013,150149,185637.1221,40758,46784.45626,-35488.1221,-0.191169318,-6026.45626,-0.128813216
Colorado,Broomfield County,8014,29426,52951.24088,16071,35083.46914,-23525.24088,-0.444281201,-19012.46914,-0.541921013
Colorado,Chaffee County,8015,7992,7038.888436,6034,6629.1799,953.111564,0.135406545,-595.1799,-0.08978183
Colorado,Cheyenne County,8017,108,135.7355364,930,970.7043259,-27.7355364,-0.204335115,-40.7043259,-0.041932775
Colorado,Clear Creek County,8019,3464,4111.387202,2452,3320.450682,-647.387202,-0.157461988,-868.450682,-0.261546026
Colorado,Conejos County,8021,1627,1891.696315,2358,2062.324637,-264.696315,-0.139925374,295.675363,0.143369942
Colorado,Costilla County,8023,1155,1148.714802,850,592.3594005,6.285198,0.005471504,257.6405995,0.434939665
Colorado,Crowley County,8025,422,380.1549431,1231,1219.12254,41.8450569,0.110073689,11.87746,0.00974263
Colorado,Custer County,8027,1188,1213.716767,2583,2805.175908,-25.716767,-0.021188442,-222.175908,-0.07920213
Colorado,Delta County,8029,6030,5517.41437,12948,13259.67399,512.58563,0.092903232,-311.67399,-0.023505404
Colorado,Denver County,8031,278634,314989.439,74765,52823.88193,-36355.439,-0.115417962,21941.11807,0.415363606
Colorado,Dolores County,8033,325,297.5882692,1076,1122.239245,27.4117308,0.092112941,-46.239245,-0.041202663
Colorado,Douglas County,8035,110408,141726.7031,127451,148045.1149,-31318.7031,-0.22097955,-20594.1149,-0.139107021
Colorado,Eagle County,8037,16943,22931.10646,10148,12468.80598,-5988.10646,-0.26113465,-2320.80598,-0.186128967
Colorado,Elbert County,8039,4768,5233.740341,15209,18070.65282,-465.740341,-0.088988049,-2861.65282,-0.158359128
Colorado,El Paso County,8041,166597,192274.7489,203933,211703.8845,-25677.7489,-0.133547172,-7770.8845,-0.036706386
Colorado,Fremont County,8043,7526,7060.072411,17313,18480.91631,465.927589,0.065994732,-1167.91631,-0.063195801
Colorado,Garfield County,8045,15128,17668.61498,14493,14746.43191,-2540.61498,-0.143792537,-253.43191,-0.017185982
Colorado,Gilpin County,8047,2254,2556.16615,1729,2165.159208,-302.16615,-0.118210684,-436.159208,-0.201444405
Colorado,Grand County,8049,4743,6039.152335,4822,5262.970432,-1296.152335,-0.214624878,-440.970432,-0.083787366
